score,id,name,status,link,urlname,description,created,city,untranslated_city,country,localized_country_name,localized_location,state,join_mode,visibility,lat,lon,members,organizer_id,organizer_name,organizer_bio,timezone,category_id,category_name
1.0,3860352,Bangkok Runners,active,https://www.meetup.com/Bangkok-Runners/,Bangkok-Runners,"<p>Hi and welcome to Bangkok Runners.</p> 
<p>Our group started running together in June 2012 and we have been steadily growing in numbers, meetups, events and distances run.</p> 
<p>Several of us are training for events, several have run Ultra Marathons, several are just starting out and several are cross training for other events such as Triathlons.</p> 
<p>We are really mixed in experience, goals, age and nationalities.</p> 
<p>What unites us?</p> 
<p>We enjoy running, we enjoy running together and enjoy meeting up whether running, eating or drinking.</p> 
<p>If you would like to get fitter, stay fit, lose weight, run more, run more often, make some new friends, sweat more, or are just a bit crazy you will probably enjoy yourself, and we you.</p> 
<p>If you are thinking about running but not sure about a group, please come and join us for 2-3 runs BEFORE signing up. All the details are on meetup, and you are welcome to come and join us for a run. After a few months we delete members who don't ever run or check the meetup website, just to keep email down and to be really clear who is interested and who is just thinking about it. The meetup system counts people as ""Inactive"" if they haven't checked into the website at least once in three months. These are the people who then tend to get deleted. If this happens, please don't take it personally, members are always welcome to sign up again when they have the time or extra motivation too.</p> 
<p>Run and Have Fun!</p> 
<p>Bangkok Runners</p> 
<p>ps. Don't forget we have lots of extra information and social chat on Facebook</p> 
<p>&lt;br&gt;</p>",1336970666,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,approval,public,13.73,100.5,1905,9476230,rangsarn,,Asia/Bangkok,9,Fitness
1.0,20428900,Badminton in Bangkok,active,https://www.meetup.com/badminton-in-bangkok/,badminton-in-bangkok,"<p><b>Welcome to Badminton Lovers!&nbsp;</b> (kindly read out completely before join the group / RSVP)</p>
<p><b>Invest in your own health!</b><span> Join us for regular sports in a friendly competitive games and practices.&nbsp;Looking for some weekdays after-work sweat-it-out session? Here's the place to be!&nbsp;</span></p>
<p><b>Low Intermediate and Intermediate players welcome.&nbsp;&nbsp;</b></p>
<p>(Sorry! not for Beginners right now, we have 2 courts only in our premise) We are looking for better place with more courts (same as right now - near BTS / MRT) and would like to bring all level players.</p>
<p>We play every&nbsp;<b>TUESDAY &amp; THURSDAY - 8:30pm - 10:30pm&nbsp;@ Sathorn</b></p>
<p><b>***</b> We reserve the rights to alter the&nbsp;RSVP&nbsp;list for a better game play experience. We appreciate your kind understanding. This is to ensure that players get to enjoy their games in a more level playing field.&nbsp;Thank you, and enjoy your game with us.&nbsp; <br></p>
<p><span><b>**</b> Any member, or member's guest who cancelled RSVP within </span><b>24 hours</b><span> before the game, a penalty of the game price will be imposed on your next game.&nbsp;</span> <br></p>
<p><b>*</b>&nbsp;Feel free to bring your friends by indicating the number of guest (*at least at low intermediate / intermediate level) while you RSVP.</p>
<p>**See you @ Court **</p>",1473951858,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,approval,public,13.73,100.5,545,217142488,Balaji,,Asia/Bangkok,32,Sports & Recreation
1.0,31137546,IBM AI Bangkok,active,https://www.meetup.com/IBM-AI-Bangkok/,IBM-AI-Bangkok,"<p>What we're about <br>IBM AI Bangkok (formally IBM PowerAI Bangkok) is a group for professionals who are interested in Artificial Intelligence, Deep Learning, Machine Learning.</p>
<p>We share about the advantage of Open Source tools running on IBM Cognitive / Linux systems.</p>
<p>Whether you're a starter or looking to build solutions on enterprise scale/ serious scale, this is the group for you. Join in and collaborate with other like-minded professionals/ AI enthusiasts.</p>",1549867374,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public,13.73,100.5,170,271104398,Adrian Ang,,Asia/Bangkok,34,Tech
1.0,3617152,Bangkok Volunteers,active,https://www.meetup.com/Bangkok-Volunteers/,Bangkok-Volunteers,"<p><strong>Visit our official website :&nbsp;</strong><strong><a href=""http://www.bangkokvolunteers.net"">http://www.bangkokvolunteers.net</a></strong></p>
<p><strong>NOTE:&nbsp;Please take time to READ our Membership Guidelines here:&nbsp;<a href=""http://bit.ly/2xlfrKR"" class=""linkified"">http://bit.ly/2xlfrKR</a></strong></p>
<p><span>We are a diverse network of volunteers in Thailand participating on events&nbsp;hosted by organizations</span></p>
<p><span>supporting human interest, environment&nbsp;and animals welfare,</span></p>
<br>
<br>
<p><span> <strong>A community of passionate individuals dedicating our time,&nbsp;resources, effort and skills to be in service to others,</strong></span></p>
<br>
<br>
<p><span> <strong>We travel, dine and meet over a coffee and chat with anyone who shares the same interests, ideas and experiences,</strong></span></p>
<br>
<br>
<p><strong><span>We love meeting and working with people, making new friends</span>&nbsp;&nbsp;<span>and mostly, having the fun out of the above!!</span>&nbsp;</strong></p>
<p> <br></p>",1333693676,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,approval,public_limited,13.73,100.5,804,14150835,Cel,,Asia/Bangkok,4,Community & Environment
1.0,30773747,Bangkok Bitcoin Cash Meetup,active,https://www.meetup.com/bangkokbitcoins/,bangkokbitcoins,"<p>Bitcoin is an innovative payment network and a new kind of money.</p> 
<p>Bitcoin Cash brings sound money to the world, fulfilling the original promise of Bitcoin as ""Peer-to-Peer Electronic Cash"". Merchants and users are empowered with low fees and reliable transactions.</p> 
<p>If you are interested in bringing more economic freedom to the world, in new technologies or just curious about Bitcoin, you are most welcome to the Bangkok Bitcoin Meetup! 🎉</p> 
<p>—————-</p> 
<p>หากคุณมีความสนใจในการนำเสรีภาพในด้านเศรษฐกิจให้มีมากขึ้นในโลกของพวกเรา ไม่ว่าจะเป็นเทคโนโลยีใหม่ๆมากมาย หรือหากคุณมีข้อสงสัยเกี่ยวกับบิตคอยน์ เรายินดีอย่างยิ่งที่จะคลายข้อสงสัยให้กับท่าน ขอเชิญชวนทุกๆท่านเข้าร่วมการพบปะชุมนุมพูดคุยเกี่ยวกับบิตคอยน์ที่จะมีขึ้นในเร็วๆนี้ ที่กรุงเทพฯ นี้ได้เลย</p>",1545826833,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public,13.73,100.5,244,235875082,merc1er,,Asia/Bangkok,34,Tech
1.0,27184415,Bangkok.rb,active,https://www.meetup.com/bangkok-rb/,bangkok-rb,"<p>Bangkok.rb&nbsp;aims to grow the Ruby community in Thailand! We organize a monthly meetup called <b>Ruby Tuesdays</b>&nbsp;in Bangkok, Thailand. We meet on the last Tuesday of every month for talks about Ruby and other interesting software development topics!</p>
<p>In September 2019, we're organizing <a href=""https://rubyconfth.com/"">RubyConf Thailand</a>! Want to get involved? Get in touch.</p>",1516177377,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public,13.73,100.5,506,129221212,Matt Mayer,,Asia/Bangkok,34,Tech
1.0,18436118,Bangkok Business Events,active,https://www.meetup.com/BKK_Business_Events/,BKK_Business_Events,"<p>This group is created as a knowledge sharing platform regarding business topics primarily focused on the Asia-Pacific region.&nbsp;</p>
<p>The meets will be varied, and will entail the following:</p>
<p>- Discussion on current business topics affecting APAC</p>
<p>- Training workshops on business related topics</p>
<p>- Networking events to help you build business connections</p>
<p><span>Thanks in advance for your active involvement!</span> <br></p>
<p>PS, Join our newly launched personal development FB group and get access to videos, leadership articles, e-books, and tools to help you level up your game!</p>
<p><a href=""https://www.facebook.com/groups/575409742621124/"">https://www.facebook.com/groups/575409742621124/</a></p>
<p>See you soon!</p>
<p>David</p>",1424008396,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public,13.73,100.5,2436,100815382,David,,Asia/Bangkok,2,Career & Business
1.0,32267543,City English Project,active,https://www.meetup.com/meetup-group-JdhdqLUT/,meetup-group-JdhdqLUT,"<p>Hi everyone! Welcome to the City English Project page. We are a non-profit organization with the goal of helping Thai people to relate more comfortably with people of other cultures. We offer a range of English classes: some are free and some are 5-day seminars. Our desire is to help non-english speaking students grow in knowledge and confidence. For more information, visit our website to learn more about City English Project. We will be posting our free events here on MeetUp!</p>
<p><a href=""https://www.cityenglishproject.com"">https://www.cityenglishproject.com</a> <br></p>
<p> <br></p>",1561627524,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public,13.73,100.5,253,266529245,Mikayla Carruth,,Asia/Bangkok,16,Language & Ethnic Identity
1.0,31342527,Thailand Day Trips Meet Up,active,https://www.meetup.com/Thailand-Day-Trips-Meet-Up/,Thailand-Day-Trips-Meet-Up,"<p>Hello! Thailand has many beautiful places to explore. Here we can do both, see more of Thailand and make new friends. We will visit beautiful locales, Temples, Waterfalls, Vintage market and sometimes Cafes in the rice fields :-)</p>",1552089667,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public,13.73,100.5,1457,225735469,Lita,"Single, Fun Loving and Spontaneous yet Conservative in Values 
Always ready to travel and explore ;-) 
Open to meeting new people and making new friends",Asia/Bangkok,23,Outdoors & Adventure
1.0,3078682,Bangkok Scientifique,active,https://www.meetup.com/bkksci/,bkksci,"<p>Bangkok Scientifique is the Thai branch of Cafe Scientifique &mdash; a place where anyone can come to explore the latest ideas in science and technology. To learn more, visit About BKKSci.com or follow us on Facebook or Twitter (@bkksci).</p>",1326193486,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public,13.73,100.5,2228,39386242,Mishari Muqbil,,Asia/Bangkok,6,Education & Learning
1.0,20208108,Bangkok Singles Club,active,https://www.meetup.com/bangkoksinglesclub/,bangkoksinglesclub,"<p>Welcome to BangkokSingles.club</p>
<p>We are glad you are here!</p>
<p>We are a comprehensive up-to-date resource for Singles activities in Bangkok and beyond!</p>
<p>No membership fees are required, you only pay for the events you attend. <br> <br>We are your one stop shop for everything happening that pertains to singles. <br> <br>Let's get together for affordable but productive activities, like helping singles in work, learning languages, travel, tourism, social networking, share knowledge, and experiences, show talents - singing, comedy, dance&nbsp;etc. We can also have events for night-out, movies, dinner, and anything else that looks like fun. <br> <br>Please join us <br></p>
<p>PS: Our group is all about hosting great events. We always need event hosts!<br><br>Please click here to learn how you can help us lead events:</p>
<p>https://fs28.formsite.com/kV8uQB/gtti2jvmdj/index.html<br><br></p>
<p> <br></p>",1469093146,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public,13.73,100.5,1579,224182163,Keith,,Asia/Bangkok,31,Socializing
1.0,19818531,e-Commerce & Online Entrepreneurs @Thailand,active,https://www.meetup.com/e-Commerce-Online-Entrepreneurs-Thailand/,e-Commerce-Online-Entrepreneurs-Thailand,"<p>We welcome all friends who want to expand their social networking.</p>
<p>Who We Are</p>
<p>This is a group for Entrepreneurs who want to start your own E-Commerce Business but do not have the expertise of setting up an online business, knowledge of identifying product opportunities and marketing strategies. Join us and let's explore the power of leveraging the Internet and building an E-commerce business. We provide Free workshop to help Aspiring Entrepreneurs who are interested to set up their own E-Commerce business but do not have the expertise of setting up website and to leverage on the power of the Internet and E-commerce platform. Join us to learn more about this rising platform and let's explore the power of leveraging the Internet and building an E-commerce business.. We have weekly sessions to accommodate your schedule.</p>
<p>What you will learn</p>
<p> 1) How E-commerce business can help to generate Passive Income .</p>
<p>2) Marketing for E-commerce business</p>
<p>3) Gain an insight into the Trends and Issues in the E-commerce industry today.</p>
<p>4) with E-commerce online business, the whole world is your playground.</p>
<p>This is a group meeting to exchange ideas &amp; latest trends.</p>",1460181516,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public,13.73,100.5,921,188410067,JESS TAN,,Asia/Bangkok,2,Career & Business
1.0,11805192,Bangkok Tennis Gang,active,https://www.meetup.com/bangkoktennisgang/,bangkoktennisgang,"<p>Join the Bangkok <b>league</b>! Click on the following link. Make a profile and join one of the Bangkok leagues. Right now most players are in the Mens single tennis league. 1st level is Open, 2nd is amateur and 3d is beginner.</p>
<p><a href=""https://liga.tennis/"">https://liga.tennis/</a>&nbsp;</p>
<p>Join the app as well!&nbsp;<span>&nbsp;It's available for iOS&nbsp;</span><a href=""https://itunes.apple.com/us/app/liga-tennis/id1434045333"">https://itunes.apple.com/us/app/liga-tennis/id1434045333</a><span>&nbsp;and Android&nbsp;</span><a href=""https://play.google.com/store/apps/details?id=liga.tennis.app"">https://play.google.com/store/apps/details?id=liga.tennis.app</a></p>
<p>--------------------------------------------------------------------------------------------------------------------------------------------------</p>
<p>Also, check out the sport <b>padel</b>. If you like tennis, there is a high chance you'll like padel as well. You play on a smaller court with walls around, always doubles, and it is covered.</p>
<p>Meetup:&nbsp;<a href=""https://www.meetup.com/Bangkok-Padel-Gang/"">https://www.meetup.com/Bangkok-Padel-Gang/</a></p>
<p>Facebook:&nbsp;<a href=""https://www.facebook.com/padelbangkokthailand/"">https://www.facebook.com/padelbangkokthailand/</a> <br></p>
<p><span>Address:&nbsp;</span><a href=""https://www.google.com/maps/place/Padel+Bangkok+Thailand/@13.7837124,100.5855231,15z/data=!4m2!3m1!1s0x0:0x5147a54cc5d4d3bd?sa=X&amp;ved=2ahUKEwjP4pe_8P7hAhWKKo8KHXNwDkYQ_BIwEnoECAwQCA"">https://www.google.com/maps/place/Padel+Bangkok+Thailand/@13.7837124,100.5855231,15z/data=!4m2!3m1!1s0x0:0x5147a54cc5d4d3bd?sa=X&amp;ved=2ahUKEwjP4pe_8P7hAhWKKo8KHXNwDkYQ_BIwEnoECAwQCA</a></p>
<p>--------------------------------------------------------------------------------------------------------------------------------------------------</p>
<p>The Bangkok Tennis Gang is a community of tennis players in Bangkok. We play pretty much everyday and we have a Line group chat where you can ask people to play with. Simply click on the link below and leave your Line ID or phone number.</p>
<p><a href=""https://www.meetup.com/Bangkok-tennis-gang/discussions/5736711562723328"">https://www.meetup.com/Bangkok-tennis-gang/discussions/5736711562723328</a></p>
<p> <br></p>
<p>Here is a website which can help find your approximate rating:&nbsp;</p>
<p><a href=""https://howtheyplay.com/individual-sports/USTA-NTRP-Explained"">NTRP (National Tennis Ratings Program)&nbsp;and ITN (International Tennis Number - for different countries)</a>&nbsp;</p>",1388931737,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public,13.73,100.5,1093,197056001,Joris,,Asia/Bangkok,32,Sports & Recreation
1.0,28119433,Bangkok Games Meetup,active,https://www.meetup.com/Bangkok-Games-Meetup/,Bangkok-Games-Meetup,<p>Come on out if you are interested in playing a variety of board games and card games. <br>Why not get together for some fun live games while meeting new people that share a common interest............</p>,1523420766,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public_limited,13.73,100.5,635,7246263,Jordan Arkin,Recently relocated to Bangkok for business and am interested in exploring the ciy and its surroundings and meeting new people.,Asia/Bangkok,11,Games
1.0,19190877,Bangkok Hiking and Outdoor,active,https://www.meetup.com/Bangkok-Hiking-Meetup/,Bangkok-Hiking-Meetup,"<p><a href=""https://www.facebook.com/BangkokHiking/"">https://www.facebook.com/BangkokHiking/</a></p> 
<p>This is a group for anyone interested in hiking in Thailand. All skill levels are welcome, but you should be physically active and able to do intermediate to moderately strenuous hikes. I started this group to meet other outdoor enthusiasts. I would like to plan day trips/overnight trips from Bangkok on the weekends (especially holiday weekends) to explore the beautiful natural areas of Thailand. Anyone with experience or knowledge of Thailand's nature areas and an interest in the outdoors is encouraged to join!</p> 
<p><a href=""https://www.facebook.com/BangkokHiking/"" class=""linkified"">https://www.facebook.com/BangkokHiking/</a> &lt;br&gt;</p>",1449509170,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public,13.73,100.5,6855,188020323,Bow Jitnaitham,,Asia/Bangkok,23,Outdoors & Adventure
1.0,18914336,Yoga with Evelin,active,https://www.meetup.com/Community-sunset-YOGA-in-Benjakiti-park/,Community-sunset-YOGA-in-Benjakiti-park,"<p>Dear yoga lovers!</p> 
<p>Let' meet on Tuesdays and Wednesday in Benjakiti park, Asoke for sunset yoga! We will start the class at 6 pm on Tuesday and 6.30 pm on Wednesday. The classes are about 75-90 mins. All levels welcome!</p> 
<p>There will be breathing exercises and meditation incorporated to our Hatha yoga practice. The Tuesday classes will focus on strenght and Wednesday is more restorative or yin style.</p> 
<p>The classes are donation based (suggested donation 200-400 baht) and will be held every week.</p> 
<p>Excited to see you all on the mat! 🙏🏼</p> 
<p><b>Find me on Facebook:</b></p> 
<p><a href=""https://www.facebook.com/yogawithevelin"" class=""linkified"">https://www.facebook.com/yogawithevelin</a><b> &lt;br&gt;</b></p> 
<p><b> &lt;br&gt;</b></p>",1441797079,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public,13.73,100.5,2845,89169792,Evelin Nagy,,Asia/Bangkok,14,Health & Wellbeing
1.0,32260387,Reading Eckhart Tolle in Bangkok,active,https://www.meetup.com/eckharttolle-bkk/,eckharttolle-bkk,"<p>This group is for everyone interested in the teachings of Eckhart Tolle, known for his inspiring New York Times bestsellers <b>The Power of Now</b> and <b>A New Earth</b>. We meet once a week to <b>read, discuss and share our real-life experiences</b> on one particular teaching. We may also read similar authors upon suggestion.</p>
<p><b>The purpose of the group</b> is to <b>deepen our understanding and our practice of concepts</b> such as: <br>- living in the present moment <br>- awareness of ego and mind <br>- letting go of fear <br>- connecting with the inner body <br>- building enlightened relationships <br>- alignment with source energy <br>- using manifestation <br>- understanding law of attraction</p>
<p>We meet in a quiet space close to <b>BTS Phrom Phong</b> (location tbc!). Beverages such as wine or tea can be purchased from the Cafe.</p>
<p>You <b>don't need any previous reading or experience</b>. However, be prepared to study videos and texts, and to go out of your mental comfort zone from time to time ;-)</p>
<p>If you take part in this group continuously, it will <b>transform the way you think and live in a profoundly positive way.</b></p>
<p><b>Participation is FREE</b>, but kindly support the Café by buying a tea, coffee or wine from them.</p>",1561542311,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public,13.73,100.5,75,261125421,Michael,,Asia/Bangkok,22,New Age & Spirituality
1.0,6893552,WordPress Bangkok,active,https://www.meetup.com/Bangkok-WordPress/,Bangkok-WordPress,"<p>This group is for anyone currently using WordPress for developing websites and blogs. Know the best caching plugin or greatest theme framework? Come show off what you've accomplished with WP, how you've extended it and what you've learned along the way. The goal of this group is the sharing of knowledge and experience in order to increase everyone's pace of learning and exploration. Bring your laptop, as these will be small hands on working sessions. This group is for you, if you're working with WP on a daily basis and wish to improve your craft.</p>
<p>https://www.facebook.com/groups/wpalliance/<br></p>",1359389772,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public,13.73,100.5,1639,72560962,WordPress,"The WordPress open source, free software project is the community behind the application you know and love. Powered by volunteers around the world, you can get involved at: make.wordpress.org. 

To contact us, please email us at: support@wordcamp.org",Asia/Bangkok,34,Tech
1.0,19050409,Bangkok THURSDAY : Free Energy Healing and Meditat,active,https://www.meetup.com/Bangkok-THURSDAY-Free-Energy-Healing-and-Meditation/,Bangkok-THURSDAY-Free-Energy-Healing-and-Meditation,"<p>Lets get together every Thursday to experience ENERGY through Healing, lets know our Chakras and our Energy Body, lets get into the Silence hour through Twin Heart Meditation. <br>Come Experience health and Happiness</p>",1445501625,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public,13.73,100.5,2613,235110343,Saratha ramanan ,,Asia/Bangkok,14,Health & Wellbeing
1.0,18648003,Let's Play Board Games at Ninive Board Game Store Bangkok,active,https://www.meetup.com/Board-Game-meetup-NiniveGameStore/,Board-Game-meetup-NiniveGameStore,"<p>Hi all&nbsp;</p>
<p>Ninive Board Game Store here.&nbsp;</p>
<p>We have more than 300 board games to play, and it is free!!!&nbsp;</p>
<p>We also have a wood fired pizza oven and make our own pizza.&nbsp;</p>
<p>Come to join for an evening of board games, meet new people in a casual atmosphere and have fun!</p>
<p>See you at our Board Game Store ;-)&nbsp;</p>
<p> <br></p>",1433400084,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public,13.73,100.5,4015,35385312,Fabian Weiner,,Asia/Bangkok,11,Games
1.0,19635750,Mundo Lingo Bangkok,active,https://www.meetup.com/Mundo-Lingo-Bangkok/,Mundo-Lingo-Bangkok,"<p>Mundo Lingo is a sociable and&nbsp;free&nbsp;new way for locals and internationals to meet and practice languages or just make friends as much with locals as tourists.</p>
<p><b>Bangkok currently has one weekly event:&nbsp;</b> <br>*******NEW VENUE UNDER INVESTIGATION. TEMPORARILY POSTPONED THE EVENT. UNTIL FURTHER NOTICE.</p>
<p> <br></p>
<p><b>All nationalities and ages |&nbsp;</b> <br>Our aim is to bring the international communities in closer to the local community. Meet people from all kinds of amazing backgrounds speaking all sorts of different languages from all over the world. There are no limits and nobody is exempt. We get together for good conversation, to make friends and have a nice time.</p>
<p><b>How does it work? |&nbsp;</b> <br>Guests are given flag-stickers to stick on their chest. These flags represent the languages the guest speaks and go in order of fluency from strongest at the top to weakest at the bottom - Easy!&nbsp;</p>
<p><b>We have one suggestion |&nbsp;</b> <br>""Stay standing and only sit down for a private conversation"".&nbsp; <br>Why? Because if you stand it's easier for people to catch your eye and come and talk to you, and visa versa. It allows people to move and flow from group to group in a way you just can't achieve sitting down.</p>
<p><b>How many people go? |&nbsp;</b> <br>In Bangkok we expect around 200 people per event.&nbsp; <br>Most participants are not members of MeetUp so don't be put off if numbers are low here, we're a well established event.</p>
<p><b>People look young and pretty in the photos,&nbsp;am I too old?|&nbsp;</b> <br>Nah! We just have really good photographers. This event is for all ages. The majority are 25 to 45 but we get plenty of people from outside those parameters too.&nbsp; <br> <br><b>Around Thailand and the world |&nbsp;</b> <br>ML is in Bangkok and Chiang Mai. We're also in 26 cities around the world including Barcelona, Buenos Aires, London, New York, Montreal, Paris, Saigon and Melbourne + many more. Check our website for full information on all of our host cities and events: mundolingo.org</p>
<p>You can visit our website which has information on all of our cities and events:&nbsp;<a href=""http://mundolingo.org/"">mundolingo.org</a></p>
<p><b>The bottom line|&nbsp;</b> <br>It’s for all levels and nationalities and its completely free. Whoever you are, you're welcome to join us.</p>
<p><a href=""https://www.youtube.com/watch?v=OPogta73yAU""></a></p>",1456634842,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public,13.73,100.5,3288,219982751,Mundo Lingo,"""Welcome! Want to contact us? Join us on Telegram: t.me/mundolingo Thank you!""",Asia/Bangkok,20,Movies & Film
1.0,399764,Bangkok Coffee and Movie Meetup,active,https://www.meetup.com/Bangkok-Coffee-and-Movie/,Bangkok-Coffee-and-Movie,"<p>Joining this group is a good way to meet interesting people, socialize, and make new friends over coffee <b>as well as see great movies at various Bangkok cinemas.</b><br><br>Quite a variety of people attend our meetups. There are Thais and expats from all over the world.<br><br>Everything happens in a quiet, relaxed atmosphere of coffee and snacks for an hour before the movie. In addition, you can stay with us after the coffee hour for a movie at one of Bangkok's leading cinemas, usually <b>SF Cinema City at the Terminal 21 Shopping Center, easily accessible by either the BTS Skytrain or the MRT (underground line)</b>. After the movie, we have an interesting <b>15-minute discussion of the movie</b>.<br><br>Over the years, we have seen many highly rated films.&nbsp; During the Academy Awards season (Oscars), we usually see <b>all Oscar-nominated films shown in Bangkok</b>.&nbsp; Also, we have seen many outstanding international documentary films from the <b>Thailand Documentary Club</b> and shown at SF Cinemas or the Foreign Correspondents Club of Thailand.<br><br></p>",1168368982,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,approval,public,13.73,100.5,4930,5170977,Art,I love Bangkok!,Asia/Bangkok,10,Food & Drink
1.0,18594486,"BKK/hack – Code, Make, Learn, Share",active,https://www.meetup.com/bkkhack/,bkkhack,"<p>Code, make, learn, and share knowledge every month in Bangkok, free of charge. Any level, any language.</p>
<p>For over three years we've fostered a welcoming cross-cultural community of <a href=""https://tools.ietf.org/html/rfc1983#page-23"">hackers</a> in and around BKK. Come learn a new technology, take your first steps into programming, build a device, work on your hobby project, share what you know, or just meet local peers. I<span>n a relaxed but hands-on setting.</span></p>
<p>""Hacker"" can be an intimidating term—don't let it be, it's really just about curiosity, and <i>trying</i> things.</p>
<p>This Meetup group focuses on participatory events—hacking is doing, not listening to presentations. Bring your own projects, a book or course to work through, contribute to open source together, ask questions you encounter in your day job or study.</p>
<p><b>Rally for your hack ideas</b> <br> <br>If you've got an idea for something you want to make or learn about, <a href=""https://bkkhack.github.io/hackmap/"">post it on the list for our upcoming meetup</a>—maybe someone else is into your idea too. If you have questions or want to introduce yourself, <a href=""https://gitter.im/bkkhack/hacknights"">try our chat on Gitter</a> anytime.</p>
<p><b>Wondering if you need some background knowledge?</b><br></p>
<p>First-timer wondering how to get started with programming? Or a new language? We have prepared <a href=""https://github.com/bkkhack/resources"">a resources repository</a> to help give you ideas of where to start. Coming to hack nights with a little bit of background preparation will help you get the most out of hands-on practice time and asking peers for help with questions you've come across.</p>",1431510070,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public,13.73,100.5,3842,3384785,Ches Martin,http://chesmart.in/,Asia/Bangkok,34,Tech
1.0,1580542,The Bangkok Wine Club,active,https://www.meetup.com/Bangkok-Wine-Club/,Bangkok-Wine-Club,"<p>If you just want to meet and socialize with like minded people of all nationalities, with a glass of wine and some delicious food : this meetup gives you the best bargain in town!&nbsp;</p>",1263193929,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,approval,public,13.73,100.5,289,14813591,gee,Living here since  2007 : I love healthy food :P,Asia/Bangkok,10,Food & Drink
1.0,18929691,Lumpini Running Club Bangkok,active,https://www.meetup.com/Lumpini-Running-Club/,Lumpini-Running-Club,"<p>If you enjoy an evening run in Lumpini Park then this is the club for you! Come and make new friends, find new running buddies, and discuss upcoming races in Bangkok and out of town.</p>",1442221659,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,approval,public,13.73,100.5,1251,114266952,Cord Cassel,,Asia/Bangkok,9,Fitness
1.0,18178759,Saturday Toastmasters Meetup in Bangkok,active,https://www.meetup.com/Suturday-Toastmasters-Meetup-in-Bangkok/,Suturday-Toastmasters-Meetup-in-Bangkok,"<p>Saturday Toastmasters Club is part of Toastmasters International, a public speaking organization focused on developing and improving communication and leadership skills. <br> Our members come from several different countries and all share three things in common: improving our communication and leadership skills, gaining self confidence, and enjoying our meetings for two hours every other Saturday.&nbsp; <br> As well as regular meetings, members of Saturday Toastmasters participate in training seminars and contests with other clubs in Thailand, and take on leadership roles in Toastmasters outside of the club.</p>
<p>Open to Club Members, Members from other ToastMasters Clubs, and Guests. Members and guests are asked to share room rental fee of&nbsp;50 baht per visit.</p>",1415636116,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public,13.73,100.5,1429,130051102,Felice,,Asia/Bangkok,2,Career & Business
1.0,18960674,Brushing up your French,active,https://www.meetup.com/Brushing-up-your-French/,Brushing-up-your-French,"<p>Dear members,</p>
<p><span>As the previous organiser, Gerard, stepped down, I am happy to jump in and keep the group going.&nbsp; I am not a native French speaker, but I like to have an occasional chat in French to not forget the basics.</span></p>
<p>So I will not teach French or anything; this will just be an informal and social gathering.</p>",1443025279,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public,13.73,100.5,493,96209022,Joan Fleuren,,Asia/Bangkok,16,Language & Ethnic Identity
1.0,32407723,Get High-Paying Clients in Bangkok 📈,active,https://www.meetup.com/get-clients-bangkok/,get-clients-bangkok,"<p>If you're an <b>established coach, consultant, or service-based entrepreneur </b>looking to get more leads &amp; clients online, this is for you.</p>
<p>We'll be holding free events where we teach the new way of getting high-value clients via social media - including LinkedIn, Facebook, YouTube and Instagram.</p>
<p><span>Looking forward to meeting you at our first event.</span><br></p>",1563307334,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public,13.73,100.5,65,285348946,Jan Jegen,"A pilot doesn't waste time selling plane tickets. 

If you want more leads & clients, join our local meetup group in Bangkok.

My name is Jan Jegen - founder of CientCore.com. Born in The Netherlands, raised in Nigeria. Now living in BKK Thailand.",Asia/Bangkok,2,Career & Business
